tweet_id,author_id,created_at,text,lang,source,topic_raw,retweet_count,reply_count,like_count,quote_count
1700000000000009464,900000000000000000,2024-08-02 00:34:00,New report shows flood defenses is accelerating faster than expected. cc @wildvoice9750_24,en,TweetDeck,Climate Policy,3,3,10,10
1700000000000009555,900000000000005343,2024-08-26 14:36:00,"@gridzone9174_33 @ecohub526_6 Just read a great thread on extreme weather, worth your time. #Environment #GreenTech",en,Twitter for iPhone,Climate Policy,7,2,34,1
1700000000000009646,900000000000002329,2024-09-11 10:36:00,"RT @urbanpost5719_27: This graph on carbon emissions is wild, take a look.",de,Twitter for iPhone,Renewable Energy,,,,
1700000000000009737,900000000000001370,2024-08-12 10:01:00,"@greenpost1747_45 This graph on green technology is wild, take a look. #ClimateAction cc @windylab453_37",de,Twitter Web App,Renewable Energy,5,5,22,1
1700000000000009828,900000000000000959,2024-09-17 04:50:00,Small businesses are adapting fast when it comes to corporate sustainability pledges.,de,Twitter for Android,Wildlife & Conservation,8,3,169,1
1700000000000009919,900000000000005617,2024-08-02 20:17:00,"Another heatwave, another reminder about flood defenses.",fr,TweetDeck,Climate Activism,4,2,15,1
1700000000000010010,900000000000000685,2024-08-21 11:06:00,"RT @wildvoice9750_24: My research this year has focused on renewable energy adoption, happy to share findings. #Sustainability cc @greenvoice965_16",en,TweetDeck,Carbon Emissions,,,,
1700000000000010101,900000000000002192,2024-08-07 00:05:00,"Just read a great thread on renewable energy adoption, worth your time. #ClimateCrisis",en,Twitter Web App,Renewable Energy,,,,
1700000000000010192,900000000000005891,2024-08-16 18:33:00,Kids today deserve better answers on corporate sustainability pledges.,en,Twitter for Android,Renewable Energy,4,2,10,1
1700000000000010283,900000000000002329,2024-09-09 06:29:00,"This graph on renewable energy adoption is wild, take a look. #RenewableEnergy",en,Twitter for iPhone,Carbon Emissions,,,,
1700000000000010374,900000000000006439,2024-09-22 20:38:00,Proud to see my city investing in corporate sustainability pledges.,en,Twitter Web App,Wildlife & Conservation,4,16,9,1
1700000000000010465,900000000000001781,2024-08-13 18:34:00,RT @futurewatch3165_36: @urbanaction2089_32 Proud to see my city investing in extreme weather. #COP,en,Twitter for iPhone,Corporate Sustainability,,,,
1700000000000010556,900000000000006439,2024-09-13 15:08:00,"RT @carbontalks5181_26: My research this year has focused on extreme weather, happy to share findings. #COP",es,TweetDeck,Renewable Energy,3,4,22,2
1700000000000010647,900000000000006713,2024-08-24 22:57:00,Kids today deserve better answers on the youth climate movement. #NetZero,fr,Twitter for Android,Green Technology,5,11,8,1
1700000000000010738,900000000000003836,2024-08-07 00:06:00,"Skeptical of the latest claims about corporate sustainability pledges, needs more data.",en,Twitter Web App,Climate Denial Debate,5,3,16,1
1700000000000010829,900000000000002329,2024-08-06 03:53:00,"@oceanaction9933_38 My research this year has focused on the youth climate movement, happy to share findings. #ClimateChange",de,Twitter Web App,Climate Activism,,,,
1700000000000010920,900000000000001918,2024-08-20 01:51:00,Local government just announced new funding for the youth climate movement. #ClimateCrisis #ClimateCrisis,es,Twitter for Android,Extreme Weather,3,2,8,2
1700000000000011011,900000000000003014,2024-08-28 12:01:00,RT @oceantalks7239_42: Kids today deserve better answers on wildlife conservation. #NetZero,fr,TweetDeck,Extreme Weather,,,,
1700000000000011102,900000000000003425,2024-09-04 05:23:00,"My research this year has focused on extreme weather, happy to share findings. #ClimateAction",en,TweetDeck,Green Technology,4,2,41,1
1700000000000011193,900000000000003562,2024-09-09 18:05:00,Great panel discussion today on wildlife conservation at the summit. cc @polarnews6931_22,es,TweetDeck,Climate Activism,4,2,8,1
1700000000000011284,900000000000002329,2024-08-12 17:10:00,Kids today deserve better answers on corporate sustainability pledges. #Environment,en,Twitter for Android,Climate Activism,,,,
1700000000000011375,900000000000001918,2024-09-05 16:41:00,RT @wildvoice9750_24: New report shows climate activism is accelerating faster than expected.,en,Twitter for iPhone,Renewable Energy,7,2,36,1
1700000000000011466,900000000000005206,2024-09-19 15:35:00,New report shows green technology is accelerating faster than expected. #COP #ClimateCrisis,en,Twitter for iPhone,Corporate Sustainability,5,2,15,18
1700000000000011557,900000000000004932,2024-08-23 02:28:00,Local government just announced new funding for corporate sustainability pledges. #RenewableEnergy #ClimateChange,de,TweetDeck,Green Technology,3,6,9,2
1700000000000011648,900000000000001096,2024-09-08 17:10:00,Local government just announced new funding for extreme weather.,en,Twitter for Android,Renewable Energy,7,2,10,3
1700000000000011739,900000000000006439,2024-09-18 21:25:00,Honestly tired of hearing about climate policy without any real action. #Sustainability cc @solarpost6202_3,en,TweetDeck,Renewable Energy,5,2,12,1
1700000000000011830,900000000000002740,2024-09-24 23:05:00,RT @urbannow3789_49: Op-ed: what we're getting wrong about climate activism. #ClimateCrisis,fr,TweetDeck,Corporate Sustainability,4,4,11,1
1700000000000011921,900000000000001370,2024-09-06 15:50:00,Local government just announced new funding for wildlife conservation. #COP,en,Twitter for iPhone,Climate Denial Debate,7,2,8,2
1700000000000012012,900000000000000959,2024-08-06 20:23:00,@windynow4463_29 New report shows corporate sustainability pledges is accelerating faster than expected. #Sustainability cc @ecovoice6940_30,en,Twitter for Android,Carbon Emissions,4,10,9,1
1700000000000012103,900000000000002329,2024-08-29 00:00:00,Why isn't carbon emissions getting more attention from policymakers? #ClimateAction #RenewableEnergy,es,TweetDeck,Renewable Energy,,,,
1700000000000012194,900000000000004384,2024-08-09 12:49:00,Local government just announced new funding for corporate sustainability pledges. #ClimateAction #GreenTech,fr,Twitter for iPhone,Youth Climate Movement,14,4,20,1
1700000000000012285,900000000000003562,2024-08-29 06:05:00,Great panel discussion today on extreme weather at the summit. #NetZero,de,Twitter Web App,Wildlife & Conservation,3,2,23,1
1700000000000012376,900000000000005206,2024-09-19 22:01:00,"Skeptical of the latest claims about renewable energy adoption, needs more data. #ClimateJustice",fr,Twitter Web App,Wildlife & Conservation,6,2,14,1
1700000000000012467,900000000000003836,2024-08-01 11:59:00,"@gridtalks8480_15 This graph on corporate sustainability pledges is wild, take a look. #ClimateCrisis",en,TweetDeck,Climate Activism,4,7,12,1
1700000000000012558,900000000000006439,2024-08-19 20:45:00,Proud to see my city investing in renewable energy adoption. #RenewableEnergy #ClimateChange cc @windyaction3612_1,en,Twitter for Android,Youth Climate Movement,4,4,8,1
1700000000000012649,900000000000001644,2024-09-10 20:43:00,Can we talk about how extreme weather affects everyday people? #GreenTech,es,Twitter for iPhone,Extreme Weather,3,3,103,1
1700000000000012740,900000000000006302,2024-08-11 15:22:00,Proud to see my city investing in flood defenses. #Sustainability #Sustainability,en,Twitter for Android,Carbon Emissions,,,,
1700000000000012831,900000000000002192,2024-09-06 20:04:00,"RT @greenpost1747_45: @gridaction6736_18 My research this year has focused on renewable energy adoption, happy to share findings. #NetZero",en,Twitter Web App,Corporate Sustainability,,,,
1700000000000012922,900000000000000411,2024-08-01 01:54:00,"@wildvoice9750_24 Just read a great thread on green technology, worth your time. cc @solardesk4890_11",de,TweetDeck,Climate Policy,3,3,11,1
1700000000000013013,900000000000001370,2024-09-27 01:11:00,RT @oceanvoice3849_43: Op-ed: what we're getting wrong about climate activism. #ClimateAction,en,Twitter Web App,Carbon Emissions,5,2,12,3
1700000000000013104,900000000000002055,2024-09-01 06:46:00,@windyvoice9675_0 Great panel discussion today on extreme weather at the summit. #COP,de,Twitter Web App,Extreme Weather,9,2,8,1
1700000000000013195,900000000000003836,2024-08-14 16:15:00,Great panel discussion today on carbon emissions at the summit. cc @windyvoice9675_0,en,Twitter for Android,Climate Policy,36,26,9,1
1700000000000013286,900000000000006028,2024-08-26 02:37:00,Op-ed: what we're getting wrong about climate activism. #ClimateAction cc @greenpost1747_45,en,TweetDeck,Green Technology,4,21,10,1
1700000000000013377,900000000000004384,2024-08-30 10:26:00,"RT @planetzone8667_28: @polarzone9017_20 This graph on green technology is wild, take a look. #RenewableEnergy #ClimateJustice",en,Twitter for iPhone,Renewable Energy,4,5,13,1
1700000000000013468,900000000000000959,2024-08-04 21:19:00,"My research this year has focused on flood defenses, happy to share findings. #GreenTech #RenewableEnergy cc @solartalks2185_46",en,Twitter for Android,Corporate Sustainability,109,2,12,1
1700000000000013559,900000000000000685,2024-08-09 06:52:00,"Another heatwave, another reminder about climate policy. #ClimateChange",en,Twitter Web App,Renewable Energy,,,,
1700000000000013650,900000000000006302,2024-08-08 01:29:00,RT @leaftalks7887_21: Why isn't extreme weather getting more attention from policymakers?,en,TweetDeck,Youth Climate Movement,,,,
1700000000000013741,900000000000005480,2024-08-18 08:28:00,New report shows corporate sustainability pledges is accelerating faster than expected. #RenewableEnergy,de,TweetDeck,Wildlife & Conservation,3,3,10,1
1700000000000013832,900000000000000411,2024-08-25 22:22:00,"Just read a great thread on corporate sustainability pledges, worth your time. #Environment #Environment",en,Twitter for Android,Carbon Emissions,9,2,16,1
1700000000000013923,900000000000000137,2024-08-11 03:15:00,Op-ed: what we're getting wrong about green technology. #ClimateCrisis cc @bluezone5515_2,es,TweetDeck,Extreme Weather,3,6,63,1
