id,username,description,verified,protected,followers_count,following_count,tweet_count,listed_count,location,account_created_at
900000000000004932,futurewatch3165_36,Just here for the weather memes.,False,False,61,1682,3775,5,,2023-08-10
900000000000001233,stormreport7669_9,Engineer working on grid storage.,False,False,259,323,1315,25,,2021-11-04
900000000000002603,solarhub3140_19,"Parent, cyclist, occasional doomscroller.",False,False,127,1333,811,0,"Vienna, AT",2016-06-30
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000005891,oceanvoice3849_43,,False,False,61,979,1395,1,,2019-03-20
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000006576,sunnytalks3920_48,Local council member focused on sustainability.,False,False,155,982,3691,8,"Madrid, ES",2023-01-19
900000000000005617,wildreport9325_41,Local council member focused on sustainability.,False,False,69,1437,2427,2,"Rotterdam, NL",2021-11-28
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000005754,oceantalks7239_42,"Nonprofit worker, climate justice advocate.",False,False,96,10,2494,4,Global,2019-05-11
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000003151,windywatch5139_23,Talking climate policy and everyday life.,False,False,123,1006,1273,3,"Amsterdam, NL",2019-08-31
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000000548,carbonvoice3815_4,Marine biologist. Ocean nerd.,False,True,66,1297,2967,3,"Berlin, DE",2023-08-09
900000000000005206,oceanaction9933_38,Engineer working on grid storage.,False,False,58,1981,2179,0,"Berlin, DE",2017-12-27
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000006713,urbannow3789_49,Just here for the weather memes.,False,False,53,595,1925,2,"London, UK",2025-04-03
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000005069,windylab453_37,Renewable energy researcher. Views my own.,False,False,65,152,2291,5,,2016-09-12
900000000000003151,windywatch5139_23,Talking climate policy and everyday life.,False,False,123,1006,1273,3,"Amsterdam, NL",2019-08-31
900000000000004521,gridzone9174_33,Policy wonk. Coffee addict.,False,True,72,1920,331,5,"Rotterdam, NL",2025-01-02
900000000000000685,climatereport2804_5,Engineer working on grid storage.,False,True,74,938,2993,2,"Paris, FR",2023-03-02
900000000000004110,ecovoice6940_30,Marine biologist. Ocean nerd.,False,True,60,712,1672,4,,2015-12-23
900000000000000274,bluezone5515_2,Renewable energy researcher. Views my own.,False,False,65,1790,58,2,"Berlin, DE",2024-06-01
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000001918,earthdaily9939_14,Just here for the weather memes.,False,False,1202,1100,1035,8,"Paris, FR",2024-04-22
900000000000003425,climateaction9563_25,"Retired teacher, worried grandparent.",False,False,260,836,987,18,"Vienna, AT",2019-03-20
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000004247,windycollective7008_31,Engineer working on grid storage.,False,True,51,693,1076,5,"Amsterdam, NL",2021-03-16
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000002603,solarhub3140_19,"Parent, cyclist, occasional doomscroller.",False,False,127,1333,811,0,"Vienna, AT",2016-06-30
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000003014,polarnews6931_22,"Climate skeptic, open to debate.",False,True,347,347,3109,0,"Vienna, AT",2017-05-14
900000000000004932,futurewatch3165_36,Just here for the weather memes.,False,False,61,1682,3775,5,,2023-08-10
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000001781,climatevoice7963_13,Marine biologist. Ocean nerd.,False,True,87,239,2978,4,"Berlin, DE",2019-10-19
900000000000003562,carbontalks5181_26,Policy wonk. Coffee addict.,False,False,68,544,1678,5,"Berlin, DE",2018-08-17
900000000000006165,greenpost1747_45,"Small business owner, solar installer.",False,True,102,1481,3150,7,"Rotterdam, NL",2018-06-13
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000000274,bluezone5515_2,Renewable energy researcher. Views my own.,False,False,65,1790,58,2,"Berlin, DE",2024-06-01
900000000000000548,carbonvoice3815_4,Marine biologist. Ocean nerd.,False,True,66,1297,2967,3,"Berlin, DE",2023-08-09
900000000000000274,bluezone5515_2,Renewable energy researcher. Views my own.,False,False,65,1790,58,2,"Berlin, DE",2024-06-01
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000005343,windycircle3229_39,"Student journalist, environment beat.",True,False,74,1190,1562,4,"Rotterdam, NL",2020-04-30
900000000000006165,greenpost1747_45,"Small business owner, solar installer.",False,True,102,1481,3150,7,"Rotterdam, NL",2018-06-13
900000000000004658,wildpost6756_34,Talking climate policy and everyday life.,False,False,1041,1544,1271,15,"London, UK",2017-01-25
900000000000001233,stormreport7669_9,Engineer working on grid storage.,False,False,259,323,1315,25,,2021-11-04
900000000000005891,oceanvoice3849_43,,False,False,61,979,1395,1,,2019-03-20
900000000000001233,stormreport7669_9,Engineer working on grid storage.,False,False,259,323,1315,25,,2021-11-04
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000006576,sunnytalks3920_48,Local council member focused on sustainability.,False,False,155,982,3691,8,"Madrid, ES",2023-01-19
900000000000002603,solarhub3140_19,"Parent, cyclist, occasional doomscroller.",False,False,127,1333,811,0,"Vienna, AT",2016-06-30
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000003425,climateaction9563_25,"Retired teacher, worried grandparent.",False,False,260,836,987,18,"Vienna, AT",2019-03-20
900000000000001918,earthdaily9939_14,Just here for the weather memes.,False,False,1202,1100,1035,8,"Paris, FR",2024-04-22
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000001644,sunnypost10_12,"Retired teacher, worried grandparent.",False,False,90,417,1257,5,,2017-06-05
900000000000001096,urbandaily8086_8,Renewable energy researcher. Views my own.,False,False,156,1113,2157,13,"Amsterdam, NL",2023-09-13
900000000000005480,carbondaily5068_40,,False,False,53,1370,2709,4,"Rotterdam, NL",2018-02-01
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000003973,windynow4463_29,Local council member focused on sustainability.,False,False,205,623,853,4,"Brussels, BE",2017-11-01
900000000000004110,ecovoice6940_30,Marine biologist. Ocean nerd.,False,True,60,712,1672,4,,2015-12-23
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000006713,urbannow3789_49,Just here for the weather memes.,False,False,53,595,1925,2,"London, UK",2025-04-03
900000000000003699,urbanpost5719_27,Policy wonk. Coffee addict.,True,True,50,1282,4617,0,"Berlin, DE",2023-03-09
900000000000000137,windyaction3612_1,"Nonprofit worker, climate justice advocate.",False,False,51,457,1910,4,"Brussels, BE",2018-02-17
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000004795,stormdesk635_35,Marine biologist. Ocean nerd.,False,False,151,690,3377,7,"Madrid, ES",2024-12-12
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000002877,leaftalks7887_21,"Parent, cyclist, occasional doomscroller.",False,False,120,1117,125,1,"Rotterdam, NL",2024-04-17
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000004110,ecovoice6940_30,Marine biologist. Ocean nerd.,False,True,60,712,1672,4,,2015-12-23
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000005343,windycircle3229_39,"Student journalist, environment beat.",True,False,74,1190,1562,4,"Rotterdam, NL",2020-04-30
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000006713,urbannow3789_49,Just here for the weather memes.,False,False,53,595,1925,2,"London, UK",2025-04-03
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000001918,earthdaily9939_14,Just here for the weather memes.,False,False,1202,1100,1035,8,"Paris, FR",2024-04-22
900000000000001096,urbandaily8086_8,Renewable energy researcher. Views my own.,False,False,156,1113,2157,13,"Amsterdam, NL",2023-09-13
900000000000005343,windycircle3229_39,"Student journalist, environment beat.",True,False,74,1190,1562,4,"Rotterdam, NL",2020-04-30
900000000000001781,climatevoice7963_13,Marine biologist. Ocean nerd.,False,True,87,239,2978,4,"Berlin, DE",2019-10-19
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000001233,stormreport7669_9,Engineer working on grid storage.,False,False,259,323,1315,25,,2021-11-04
900000000000002877,leaftalks7887_21,"Parent, cyclist, occasional doomscroller.",False,False,120,1117,125,1,"Rotterdam, NL",2024-04-17
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000005206,oceanaction9933_38,Engineer working on grid storage.,False,False,58,1981,2179,0,"Berlin, DE",2017-12-27
900000000000006165,greenpost1747_45,"Small business owner, solar installer.",False,True,102,1481,3150,7,"Rotterdam, NL",2018-06-13
900000000000005480,carbondaily5068_40,,False,False,53,1370,2709,4,"Rotterdam, NL",2018-02-01
900000000000003151,windywatch5139_23,Talking climate policy and everyday life.,False,False,123,1006,1273,3,"Amsterdam, NL",2019-08-31
900000000000004247,windycollective7008_31,Engineer working on grid storage.,False,True,51,693,1076,5,"Amsterdam, NL",2021-03-16
900000000000004658,wildpost6756_34,Talking climate policy and everyday life.,False,False,1041,1544,1271,15,"London, UK",2017-01-25
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000002603,solarhub3140_19,"Parent, cyclist, occasional doomscroller.",False,False,127,1333,811,0,"Vienna, AT",2016-06-30
900000000000000274,bluezone5515_2,Renewable energy researcher. Views my own.,False,False,65,1790,58,2,"Berlin, DE",2024-06-01
900000000000000822,ecohub526_6,"Small business owner, solar installer.",False,True,58,787,2216,5,,2022-07-10
900000000000003151,windywatch5139_23,Talking climate policy and everyday life.,False,False,123,1006,1273,3,"Amsterdam, NL",2019-08-31
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000001644,sunnypost10_12,"Retired teacher, worried grandparent.",False,False,90,417,1257,5,,2017-06-05
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000000000,windyvoice9675_0,Just here for the weather memes.,False,False,116,61,2258,3,"Amsterdam, NL",2018-07-28
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000005343,windycircle3229_39,"Student journalist, environment beat.",True,False,74,1190,1562,4,"Rotterdam, NL",2020-04-30
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000000685,climatereport2804_5,Engineer working on grid storage.,False,True,74,938,2993,2,"Paris, FR",2023-03-02
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000003425,climateaction9563_25,"Retired teacher, worried grandparent.",False,False,260,836,987,18,"Vienna, AT",2019-03-20
900000000000000685,climatereport2804_5,Engineer working on grid storage.,False,True,74,938,2993,2,"Paris, FR",2023-03-02
900000000000004110,ecovoice6940_30,Marine biologist. Ocean nerd.,False,True,60,712,1672,4,,2015-12-23
900000000000004795,stormdesk635_35,Marine biologist. Ocean nerd.,False,False,151,690,3377,7,"Madrid, ES",2024-12-12
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000005754,oceantalks7239_42,"Nonprofit worker, climate justice advocate.",False,False,96,10,2494,4,Global,2019-05-11
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000003425,climateaction9563_25,"Retired teacher, worried grandparent.",False,False,260,836,987,18,"Vienna, AT",2019-03-20
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000005617,wildreport9325_41,Local council member focused on sustainability.,False,False,69,1437,2427,2,"Rotterdam, NL",2021-11-28
900000000000000000,windyvoice9675_0,Just here for the weather memes.,False,False,116,61,2258,3,"Amsterdam, NL",2018-07-28
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000005343,windycircle3229_39,"Student journalist, environment beat.",True,False,74,1190,1562,4,"Rotterdam, NL",2020-04-30
900000000000000822,ecohub526_6,"Small business owner, solar installer.",False,True,58,787,2216,5,,2022-07-10
900000000000004521,gridzone9174_33,Policy wonk. Coffee addict.,False,True,72,1920,331,5,"Rotterdam, NL",2025-01-02
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000006165,greenpost1747_45,"Small business owner, solar installer.",False,True,102,1481,3150,7,"Rotterdam, NL",2018-06-13
900000000000005069,windylab453_37,Renewable energy researcher. Views my own.,False,False,65,152,2291,5,,2016-09-12
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000005617,wildreport9325_41,Local council member focused on sustainability.,False,False,69,1437,2427,2,"Rotterdam, NL",2021-11-28
900000000000000685,climatereport2804_5,Engineer working on grid storage.,False,True,74,938,2993,2,"Paris, FR",2023-03-02
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000005891,oceanvoice3849_43,,False,False,61,979,1395,1,,2019-03-20
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000001781,climatevoice7963_13,Marine biologist. Ocean nerd.,False,True,87,239,2978,4,"Berlin, DE",2019-10-19
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000006713,urbannow3789_49,Just here for the weather memes.,False,False,53,595,1925,2,"London, UK",2025-04-03
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000005206,oceanaction9933_38,Engineer working on grid storage.,False,False,58,1981,2179,0,"Berlin, DE",2017-12-27
900000000000001918,earthdaily9939_14,Just here for the weather memes.,False,False,1202,1100,1035,8,"Paris, FR",2024-04-22
900000000000003014,polarnews6931_22,"Climate skeptic, open to debate.",False,True,347,347,3109,0,"Vienna, AT",2017-05-14
900000000000003425,climateaction9563_25,"Retired teacher, worried grandparent.",False,False,260,836,987,18,"Vienna, AT",2019-03-20
900000000000003562,carbontalks5181_26,Policy wonk. Coffee addict.,False,False,68,544,1678,5,"Berlin, DE",2018-08-17
900000000000003014,polarnews6931_22,"Climate skeptic, open to debate.",False,True,347,347,3109,0,"Vienna, AT",2017-05-14
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000001918,earthdaily9939_14,Just here for the weather memes.,False,False,1202,1100,1035,8,"Paris, FR",2024-04-22
900000000000005206,oceanaction9933_38,Engineer working on grid storage.,False,False,58,1981,2179,0,"Berlin, DE",2017-12-27
900000000000004932,futurewatch3165_36,Just here for the weather memes.,False,False,61,1682,3775,5,,2023-08-10
900000000000001096,urbandaily8086_8,Renewable energy researcher. Views my own.,False,False,156,1113,2157,13,"Amsterdam, NL",2023-09-13
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
900000000000003973,windynow4463_29,Local council member focused on sustainability.,False,False,205,623,853,4,"Brussels, BE",2017-11-01
900000000000004110,ecovoice6940_30,Marine biologist. Ocean nerd.,False,True,60,712,1672,4,,2015-12-23
900000000000002329,bluedaily2168_17,"Climate skeptic, open to debate.",False,True,356,1770,2711,4,"Brussels, BE",2020-09-18
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000003562,carbontalks5181_26,Policy wonk. Coffee addict.,False,False,68,544,1678,5,"Berlin, DE",2018-08-17
900000000000005206,oceanaction9933_38,Engineer working on grid storage.,False,False,58,1981,2179,0,"Berlin, DE",2017-12-27
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000006439,sunnyaction8977_47,"Nonprofit worker, climate justice advocate.",False,False,125,1154,4882,5,"London, UK",2019-04-16
900000000000000137,windyaction3612_1,"Nonprofit worker, climate justice advocate.",False,False,51,457,1910,4,"Brussels, BE",2018-02-17
900000000000001644,sunnypost10_12,"Retired teacher, worried grandparent.",False,False,90,417,1257,5,,2017-06-05
900000000000006302,solartalks2185_46,"Small business owner, solar installer.",True,True,61,1656,4248,7,"Madrid, ES",2016-08-24
900000000000002192,greenvoice965_16,"Parent, cyclist, occasional doomscroller.",False,True,63,141,2774,0,"Berlin, DE",2023-09-09
900000000000002466,gridaction6736_18,"Nonprofit worker, climate justice advocate.",False,True,102,507,3879,6,"Amsterdam, NL",2021-04-29
900000000000000411,solarpost6202_3,Renewable energy researcher. Views my own.,False,False,74,745,2822,4,"Vienna, AT",2020-02-23
900000000000001507,solardesk4890_11,Marine biologist. Ocean nerd.,False,False,80,939,31,4,Global,2020-06-19
900000000000003288,wildvoice9750_24,Renewable energy researcher. Views my own.,True,False,103,1039,4355,2,Global,2016-08-11
900000000000001370,earthzone5574_10,Renewable energy researcher. Views my own.,False,False,957,1772,99,43,,2020-02-20
900000000000002055,gridtalks8480_15,"Nonprofit worker, climate justice advocate.",False,False,452,1556,1652,45,"Berlin, DE",2018-11-15
900000000000000000,windyvoice9675_0,Just here for the weather memes.,False,False,116,61,2258,3,"Amsterdam, NL",2018-07-28
900000000000003836,planetzone8667_28,Talking climate policy and everyday life.,False,False,291,766,2339,5,Global,2022-10-07
900000000000000000,windyvoice9675_0,Just here for the weather memes.,False,False,116,61,2258,3,"Amsterdam, NL",2018-07-28
900000000000006028,climatetalks6791_44,Policy wonk. Coffee addict.,True,False,61,417,1212,0,Global,2019-04-22
900000000000006165,greenpost1747_45,"Small business owner, solar installer.",False,True,102,1481,3150,7,"Rotterdam, NL",2018-06-13
900000000000004384,urbanaction2089_32,Talking climate policy and everyday life.,True,False,55,1945,1226,4,,2019-12-18
900000000000002740,polarzone9017_20,Renewable energy researcher. Views my own.,False,False,82,874,1508,4,"Amsterdam, NL",2025-04-25
900000000000000959,polarnow4340_7,Covering climate news as it happens.,False,False,76,145,1733,5,"Paris, FR",2016-03-28
